lemma,udpos,count,distinct_forms
xénotransplantation,NOUN,2088,2
aryanité,NOUN,2087,2
pézize,NOUN,2087,2
locrien,NOUN,2087,4
eubage,NOUN,2086,2
rutacée,NOUN,2086,2
descendeur,NOUN,2086,4
magnétosphérique,ADJ,2085,2
crémé,ADJ,2085,4
douvelle,NOUN,2085,2
mammalogiste,NOUN,2085,2
ratiocineur,NOUN,2084,4
cyclopentane,NOUN,2083,2
voïvodat,NOUN,2083,2
boursicotier,ADJ,2082,4
recontextualiser,ADJ,2082,4
carbogène,NOUN,2082,2
cubicule,NOUN,2082,2
thiazole,NOUN,2082,2
surgreffer,ADJ,2081,4
véniellement,ADV,2081,1
branlette,NOUN,2081,2
chanvreur,NOUN,2081,2
coltineur,NOUN,2081,2
iodation,NOUN,2081,2
supratemporal,ADJ,2080,4
jésuitiquement,ADV,2080,1
synarthrose,NOUN,2080,2
zoothérapie,NOUN,2080,2
mésothélium,NOUN,2079,2
peracide,NOUN,2079,2
sampang,NOUN,2079,2
antibrouillard,ADJ,2078,2
tintamarresque,ADJ,2078,2
antibrouillard,NOUN,2078,2
canasta,NOUN,2077,2
soviétiser,VERB,2077,36
élimer,VERB,2077,36
étrésillonner,VERB,2077,36
trépigner,ADJ,2076,4
dysphagique,NOUN,2076,2
paraprotéine,NOUN,2076,2
sponsorisation,NOUN,2076,2
écholalique,ADJ,2074,2
guibolle,NOUN,2074,2
critiqueur,NOUN,2074,4
lépidodendron,NOUN,2073,2
cleptomane,NOUN,2072,2
déprécation,NOUN,2072,2
proscénium,NOUN,2072,2
tambourinement,NOUN,2072,2
caquètement,NOUN,2071,2
fileyeur,NOUN,2071,2
superclasse,NOUN,2071,2
sérigraphique,ADJ,2070,2
blêmissant,ADJ,2070,4
opsine,NOUN,2070,2
quindécemvir,NOUN,2070,2
serdab,NOUN,2070,2
cycliser,ADJ,2069,4
désinsectiser,ADJ,2069,4
tripatouiller,ADJ,2069,4
modernement,ADV,2069,1
caviardage,NOUN,2069,2
mésophase,NOUN,2069,2
enleveur,NOUN,2069,4
gigantal,ADJ,2068,4
chlamydiose,NOUN,2068,2
obduction,NOUN,2068,2
macrosismique,ADJ,2067,2
anonymiser,ADJ,2066,4
ossu,ADJ,2066,4
nib,ADV,2066,1
amidopyrine,NOUN,2066,2
bisquine,NOUN,2066,2
présélecteur,NOUN,2066,2
skater,NOUN,2066,2
sonrer,VERB,2066,37
cryptocommuniste,NOUN,2065,2
durion,NOUN,2065,2
néphroblastome,NOUN,2065,2
bienvenir,VERB,2065,1
recomptage,NOUN,2064,2
thermodynamicien,NOUN,2064,4
biopsier,ADJ,2063,4
oribus,NOUN,2063,1
digitaire,NOUN,2063,2
embauchoir,NOUN,2063,2
polyisoprène,NOUN,2063,2
rapiat,NOUN,2063,4
débudgétiser,ADJ,2062,4
ombelliforme,ADJ,2061,2
archerie,NOUN,2060,2
infatigabilité,NOUN,2060,2
écotoxicité,NOUN,2060,2
tartreux,ADJ,2059,3
bromisme,NOUN,2059,2
susceptance,NOUN,2059,2
autotrophie,NOUN,2058,2
matassin,NOUN,2058,2
titraille,NOUN,2058,2
écharnage,NOUN,2058,2
friquer,ADJ,2057,4
ameutement,NOUN,2057,2
bernacle,NOUN,2056,2
blésité,NOUN,2056,2
calendula,NOUN,2056,2
surcompression,NOUN,2056,2
mancie,NOUN,2055,2
éromène,NOUN,2055,2
aguerrissement,NOUN,2054,2
duals,ADJ,2053,1
babouchka,NOUN,2053,2
caséifier,VERB,2053,36
grincher,VERB,2053,36
nidicole,ADJ,2052,2
terrifique,ADJ,2052,2
pogner,ADJ,2052,4
evzone,NOUN,2052,2
jamboree,NOUN,2052,2
brutalisme,NOUN,2051,2
myxine,NOUN,2051,2
baratineur,NOUN,2051,4
proactivité,NOUN,2050,2
galopeur,NOUN,2050,4
impondéré,ADJ,2049,4
colombelle,NOUN,2049,2
percnoptère,NOUN,2049,2
protomère,NOUN,2049,2
thanatopraxie,NOUN,2049,2
théonyme,NOUN,2049,2
trappistine,NOUN,2049,2
remprunter,VERB,2049,36
indéboulonnable,ADJ,2048,2
épidiascope,NOUN,2048,2
johannite,NOUN,2047,2
autotracté,ADJ,2046,4
crétiniser,ADJ,2046,4
sédimentologue,NOUN,2046,2
inclusivité,NOUN,2045,2
surfréquentation,NOUN,2045,2
boucheur,NOUN,2045,4
ordonnancier,NOUN,2045,4
métrisable,ADJ,2044,2
formication,NOUN,2044,2
anneler,VERB,2044,50
chaponnage,NOUN,2043,2
perchloréthylène,NOUN,2043,2
panicaut,NOUN,2042,2
trisoc,NOUN,2042,2
gavache,NOUN,2041,2
mendole,NOUN,2041,2
sticker,NOUN,2041,2
trifouiller,VERB,2041,36
démaquillant,ADJ,2040,4
flabellé,ADJ,2040,4
anamorphosé,ADJ,2039,4
reprographier,ADJ,2039,4
inimaginablement,ADV,2039,1
alcoolomanie,NOUN,2039,2
beylicat,NOUN,2039,2
déruralisation,NOUN,2039,2
kroumir,NOUN,2039,2
zooxanthelle,NOUN,2039,2
tournebouler,VERB,2039,36
insonorisant,ADJ,2038,4
enterrage,NOUN,2038,2
salpingographie,NOUN,2038,2
alifère,ADJ,2037,2
cyclotouriste,NOUN,2037,2
coronille,NOUN,2036,2
glycéraldéhyde,NOUN,2036,2
rectoscope,NOUN,2036,2
vicelard,NOUN,2036,4
jacquemart,NOUN,2035,2
navicert,NOUN,2035,2
écocertification,NOUN,2035,2
buffetier,NOUN,2035,4
embraquer,VERB,2035,36
étirable,ADJ,2034,2
broquette,NOUN,2034,2
hypermétrie,NOUN,2034,2
odontostomatologie,NOUN,2034,2
hypercalorique,ADJ,2033,2
mégatonnique,ADJ,2033,2
sasser,ADJ,2033,4
macrocytose,NOUN,2033,2
wombat,NOUN,2033,2
antabuse,ADJ,2032,2
émerillonner,ADJ,2032,4
aboiteau,NOUN,2032,2
hydrométallurgie,NOUN,2032,2
kalmia,NOUN,2032,2
contrepointiste,NOUN,2031,2
lithodome,NOUN,2031,2
turgotine,NOUN,2031,2
térébration,NOUN,2031,2
bousilleur,NOUN,2031,4
billonner,ADJ,2030,4
maronner,VERB,2030,37
accréter,VERB,2030,47
clinozoïsite,NOUN,2029,2
internalisme,NOUN,2029,2
oblature,NOUN,2029,2
aguicher,ADJ,2028,4
gesticulateur,NOUN,2028,4
suiffeux,ADJ,2027,3
craquelage,NOUN,2027,2
endophasie,NOUN,2027,2
liposuccion,NOUN,2027,2
métencéphale,NOUN,2027,2
méthacrylique,ADJ,2026,2
quintillion,NOUN,2026,2
craqueur,NOUN,2026,4
pinceur,NOUN,2026,4
fakirisme,NOUN,2025,2
bipôle,NOUN,2024,2
embolisme,NOUN,2024,2
goberge,NOUN,2024,2
échotomographie,NOUN,2024,2
psychoéducatif,ADJ,2023,4
radiorécepteur,NOUN,2023,2
salifier,VERB,2023,36
auxiliairement,ADV,2022,1
débaptisation,NOUN,2022,2
karting,NOUN,2022,2
tabard,NOUN,2022,2
toxiinfection,NOUN,2022,2
enquiquineur,NOUN,2022,4
multivoie,ADJ,2021,2
calandrer,ADJ,2021,4
haret,NOUN,2021,2
multivoie,NOUN,2021,2
troussage,NOUN,2021,2
gambiller,VERB,2021,37
céramologue,NOUN,2020,2
lucrativité,NOUN,2020,2
néofascisme,NOUN,2020,2
congloméral,ADJ,2019,4
bonneteur,NOUN,2019,2
vermet,NOUN,2019,2
contrechoc,NOUN,2018,2
colégislateur,NOUN,2018,4
apogamie,NOUN,2017,2
encornure,NOUN,2017,2
passionnette,NOUN,2016,2
amidonner,VERB,2016,36
encaissable,ADJ,2014,2
modiquement,ADV,2014,1
crocidolite,NOUN,2014,2
cranter,VERB,2014,36
quinaud,ADJ,2013,4
coéternité,NOUN,2013,2
kinésie,NOUN,2013,2
zouglou,NOUN,2013,2
racheteur,NOUN,2013,4
couvrepied,NOUN,2012,2
leucocyturie,NOUN,2012,2
septantaine,NOUN,2012,2
surexprimer,VERB,2012,36
digicode,NOUN,2011,2
galactosémie,NOUN,2011,2
radiolocalisation,NOUN,2011,2
syrah,NOUN,2011,2
reclouer,VERB,2011,36
lapinière,NOUN,2010,2
menchévique,NOUN,2010,2
mironton,NOUN,2010,2
écrasage,NOUN,2010,2
caviarder,VERB,2010,36
échalasser,ADJ,2009,4
diffractométrique,ADJ,2008,2
actinisme,NOUN,2008,2
matelassure,NOUN,2008,2
sodomisation,NOUN,2008,2
saigneux,ADJ,2007,3
avitailler,ADJ,2007,4
athéologie,NOUN,2007,2
nanar,NOUN,2007,2
coloriser,ADJ,2006,4
chlorofluorocarbure,NOUN,2006,2
déterrement,NOUN,2006,2
peignier,NOUN,2006,2
cauchemarder,VERB,2006,37
relou,ADJ,2005,4
évènementiel,ADJ,2004,4
archicube,NOUN,2004,2
bradypsychie,NOUN,2004,2
anovulatoire,ADJ,2003,2
gamétophytique,ADJ,2003,2
capelet,NOUN,2003,2
stéréoradiographie,NOUN,2003,2
dessoûler,VERB,2003,36
faisandier,NOUN,2001,4
supersymétrique,ADJ,2000,2
plénièrement,ADV,2000,1
cocaïnomanie,NOUN,2000,2
indianocéanique,ADJ,1999,2
unidose,NOUN,1999,2
décreuser,VERB,1999,36
démarchandisation,NOUN,1998,2
désinstallation,NOUN,1998,2
macroévolution,NOUN,1998,2
superovulation,NOUN,1998,2
lustrant,ADJ,1997,4
défragmentation,NOUN,1997,2
wallaby,NOUN,1997,3
galvaudage,NOUN,1996,2
poitrinière,NOUN,1996,2
biomorphique,ADJ,1995,2
épuratif,ADJ,1995,4
manzanilla,NOUN,1995,2
chieur,NOUN,1995,4
murger,VERB,1995,36
gravitique,ADJ,1994,2
hovercraft,NOUN,1994,2
agrobiologique,ADJ,1993,2
téléportation,NOUN,1993,2
rinforzando,ADV,1992,1
azerolier,NOUN,1992,2
rinforzando,NOUN,1992,2
biocombustible,NOUN,1991,2
ininflammabilité,NOUN,1991,2
ravaleur,NOUN,1991,2
topométrie,NOUN,1991,2
rétroplacentaire,ADJ,1990,2
galvanotropisme,NOUN,1990,2
désoxygéner,VERB,1990,47
délinquantiel,ADJ,1989,4
dévernissage,NOUN,1989,2
peille,NOUN,1989,2
équimolaire,ADJ,1988,2
colonialité,NOUN,1988,2
ensommeillement,NOUN,1988,2
grouillot,NOUN,1988,2
silentiaire,NOUN,1988,2
estérifier,VERB,1988,36
désincrustation,NOUN,1987,2
flegmon,NOUN,1987,2
écouvillonner,VERB,1987,36
réquisitorial,ADJ,1985,4
optimiseur,NOUN,1985,2
pelliculage,NOUN,1985,2
mésopique,ADJ,1984,2
enfieller,ADJ,1984,4
phanérogamie,NOUN,1984,2
phosphatidylcholine,NOUN,1984,2
strontianite,NOUN,1984,2
carbochimique,ADJ,1983,2
lithogène,ADJ,1983,2
diot,NOUN,1983,2
inemploi,NOUN,1982,2
léprologue,NOUN,1982,2
polyacide,NOUN,1982,2
binauriculaire,ADJ,1981,2
nucléocytoplasmique,ADJ,1981,2
palindromique,ADJ,1981,2
enfléchure,NOUN,1981,2
incoterm,NOUN,1981,2
sacquer,VERB,1981,36
popinée,NOUN,1980,2
prakrit,NOUN,1980,2
codec,NOUN,1979,2
décintrage,NOUN,1979,2
échauffure,NOUN,1979,2
muonique,ADJ,1978,2
hyperinsulinémie,NOUN,1978,2
dactylologique,ADJ,1977,2
paros,NOUN,1977,1
spirule,NOUN,1977,2
tarama,NOUN,1977,2
adénomectomie,NOUN,1976,2
biopesticide,NOUN,1976,2
helminthosporiose,NOUN,1976,2
horsepox,NOUN,1975,1
thrombocytopénique,ADJ,1974,2
adatome,NOUN,1974,2
morna,NOUN,1974,2
thermoformage,NOUN,1974,2
emboîtable,ADJ,1973,2
andropause,NOUN,1973,2
cédrière,NOUN,1973,2
dickite,NOUN,1973,2
nudibranche,NOUN,1973,2
submillimétrique,ADJ,1972,2
bioéconomie,NOUN,1972,2
scotcher,VERB,1972,36
biocompatible,ADJ,1971,2
polylexical,ADJ,1971,4
hydrofoil,NOUN,1971,2
lactarium,NOUN,1971,2
chamarre,NOUN,1970,2
jacée,NOUN,1970,2
membranophone,NOUN,1970,2
thalasso,NOUN,1970,2
comorbide,ADJ,1969,2
céliaque,ADJ,1969,2
bebop,NOUN,1969,2
pleurote,NOUN,1969,2
interruptible,ADJ,1968,2
orthométrique,ADJ,1968,2
regratter,ADJ,1968,4
cavaillon,NOUN,1968,2
racinage,NOUN,1968,2
zinzolin,NOUN,1967,4
déboiter,VERB,1967,36
désentraver,ADJ,1966,4
braisière,NOUN,1966,2
neuroanatomie,NOUN,1966,2
auxotrophe,ADJ,1965,2
héliosynchrone,ADJ,1965,2
surexprimer,ADJ,1965,4
censorat,NOUN,1965,2
hémoglobinose,NOUN,1965,2
ichtyocolle,NOUN,1965,2
matabiche,NOUN,1965,2
révolutionnariste,NOUN,1965,2
voyoucratie,NOUN,1965,2
conchier,VERB,1965,36
matabicher,VERB,1965,36
décadrer,ADJ,1964,4
lèchement,NOUN,1964,2
martellière,NOUN,1964,2
nightclub,NOUN,1964,2
rougail,NOUN,1964,2
rousserolle,NOUN,1964,2
dinornis,NOUN,1963,1
cholangite,NOUN,1963,2
bhoutanais,NOUN,1963,3
grammaticaliser,VERB,1963,36
lyophile,ADJ,1962,2
aurifier,ADJ,1962,4
préfoliation,NOUN,1962,2
dévanagari,ADJ,1961,2
dévanagari,NOUN,1961,2
postsynchronisation,NOUN,1961,2
radiobalise,NOUN,1961,2
détacheur,NOUN,1961,4
radiobaliser,VERB,1961,36
nématoblaste,NOUN,1960,2
amadouvier,NOUN,1959,2
vibrance,NOUN,1959,2
imagisme,NOUN,1958,2
intempestivité,NOUN,1958,2
necton,NOUN,1958,2
déshydrogéner,VERB,1958,47
caissonné,ADJ,1957,4
couillonnade,NOUN,1957,2
formyle,NOUN,1957,2
pertuisanier,NOUN,1957,2
presbyacousie,NOUN,1957,2
sidérophiline,NOUN,1957,2
buser,ADJ,1956,4
cadmiage,NOUN,1956,2
dendrométrie,NOUN,1956,2
livarde,NOUN,1956,2
orthogénie,NOUN,1956,2
kohol,NOUN,1955,2
dimissorial,ADJ,1954,4
éliciteur,ADJ,1954,4
acylation,NOUN,1954,2
hydrocraquage,NOUN,1954,2
nicolaïsme,NOUN,1954,2
saupe,NOUN,1954,2
éliciteur,NOUN,1954,2
rejetable,ADJ,1953,2
chaptaliser,ADJ,1953,4
chapé,ADJ,1953,4
angéiologie,NOUN,1953,2
fibration,NOUN,1953,2
mégoter,VERB,1953,36
enrésiner,ADJ,1952,4
fastfood,NOUN,1952,2
déhouiller,VERB,1952,36
vivré,ADJ,1951,4
déflagrateur,NOUN,1951,2
tournailler,VERB,1951,37
enlaidissant,ADJ,1950,4
mollisol,NOUN,1950,2
shetland,NOUN,1950,2
aligneur,NOUN,1950,4
emboutisseur,NOUN,1949,4
homoscédasticité,NOUN,1948,2
macfarlane,NOUN,1948,2
odonate,NOUN,1948,2
sensationniste,NOUN,1948,2
gradateur,NOUN,1947,2
hélépole,NOUN,1947,2
bâtier,NOUN,1946,2
crouth,NOUN,1946,2
erratisme,NOUN,1946,2
paraphilie,NOUN,1946,2
carrare,NOUN,1945,2
leucodystrophie,NOUN,1945,2
morcèlement,NOUN,1945,2
propyzamide,NOUN,1945,2
réinterrogation,NOUN,1945,2
monitorer,VERB,1945,36
gourami,NOUN,1944,2
turboforage,NOUN,1944,2
douçâtre,ADJ,1943,2
phencyclidine,NOUN,1943,2
billonner,VERB,1943,36
ampèremétrique,ADJ,1942,2
dioscure,NOUN,1942,2
géophage,NOUN,1942,2
surgreffer,VERB,1942,36
pseudonymat,NOUN,1941,2
roupillon,NOUN,1941,2
suscrire,VERB,1941,36
confraternellement,ADV,1940,1
targuie,NOUN,1940,1
iréniste,NOUN,1940,2
mitigeur,NOUN,1940,2
monophonie,NOUN,1940,2
conventionner,VERB,1940,36
énamourer,VERB,1940,36
dodécagonal,ADJ,1939,4
sinisant,ADJ,1939,4
coloc,NOUN,1939,2
odomètre,NOUN,1939,2
polynie,NOUN,1939,2
consumable,ADJ,1938,2
aposiopèse,NOUN,1938,2
atacamite,NOUN,1938,2
poêlée,NOUN,1938,2
courtraisien,NOUN,1938,4
bertillonnage,NOUN,1937,2
brumisation,NOUN,1937,2
ligniculture,NOUN,1937,2
linçoir,NOUN,1937,2
microprogrammation,NOUN,1937,2
dépulper,VERB,1937,36
rotacé,ADJ,1936,4
sardoniquement,ADV,1936,1
musicographie,NOUN,1936,2
becquer,VERB,1936,36
aramide,ADJ,1935,2
animalisme,NOUN,1935,2
protocarbure,NOUN,1935,2
droitisation,NOUN,1934,2
unilobé,ADJ,1933,4
griset,NOUN,1933,2
millepatte,NOUN,1933,2
pastenague,NOUN,1933,2
thrombopathie,NOUN,1933,2
asinien,ADJ,1932,4
gamut,NOUN,1932,2
canularesque,ADJ,1931,2
indélogeable,ADJ,1931,2
cristallochimie,NOUN,1931,2
retransférer,ADJ,1930,4
anovulation,NOUN,1930,2
legging,NOUN,1930,2
milliasse,NOUN,1930,2
pneumectomie,NOUN,1930,2
ébrancheur,NOUN,1930,2
équarrissoir,NOUN,1930,2
oniriquement,ADV,1929,1
biffage,NOUN,1929,2
clephte,NOUN,1928,2
désaisonnaliser,VERB,1928,36
phéromonal,ADJ,1927,4
raidement,ADV,1927,1
bronca,NOUN,1927,2
immoralement,ADV,1926,1
descenseur,NOUN,1926,2
moëre,NOUN,1926,2
métallicité,NOUN,1926,2
phosphoprotéine,NOUN,1926,2
viridité,NOUN,1925,2
ponantais,NOUN,1925,3
fibrokystique,ADJ,1924,2
aérogel,NOUN,1924,2
calade,NOUN,1924,2
opsonisation,NOUN,1924,2
disconvenir,ADJ,1923,4
tutie,NOUN,1923,2
carvacrol,NOUN,1922,2
cosmicité,NOUN,1922,2
véliplanchiste,NOUN,1922,2
bavasser,VERB,1922,37
mastopathie,NOUN,1921,2
réacheminement,NOUN,1921,2
stomatologue,NOUN,1921,2
talonnage,NOUN,1921,2
adirer,VERB,1921,2
bémoliser,VERB,1921,36
charnure,NOUN,1920,2
salification,NOUN,1920,2
piailleur,NOUN,1920,4
marabouter,VERB,1920,36
plésiomorphe,ADJ,1919,2
abandonnataire,NOUN,1919,2
dyspepsique,NOUN,1919,2
défrisage,NOUN,1919,2
gorgonzola,NOUN,1919,2
postimpressionniste,NOUN,1919,2
scaldique,ADJ,1918,2
surcomprimer,ADJ,1917,4
caprifiguier,NOUN,1917,2
prénasalisé,ADJ,1916,4
alcalimètre,NOUN,1916,2
caseyeur,NOUN,1916,2
onychomycose,NOUN,1916,2
zanni,NOUN,1916,2
déconstructivisme,NOUN,1915,2
déculottée,NOUN,1915,2
ramequin,NOUN,1915,2
roadster,NOUN,1915,2
égoutture,NOUN,1915,2
génuine,ADJ,1914,2
magnétooptique,ADJ,1914,2
absorbement,NOUN,1914,2
accidentologie,NOUN,1914,2
gadidé,NOUN,1914,2
illatif,NOUN,1914,2
magnétooptique,NOUN,1914,2
rapportage,NOUN,1914,2
vermiculure,NOUN,1914,2
amasseur,NOUN,1914,4
retoquer,VERB,1914,36
tétrarchique,ADJ,1913,2
satiriser,ADJ,1913,4
encapsulement,NOUN,1913,2
houque,NOUN,1913,2
matelassage,NOUN,1913,2
vélocimétrie,NOUN,1913,2
recacheter,VERB,1913,50
chaplinesque,ADJ,1911,2
cratonique,ADJ,1911,2
peluché,ADJ,1911,4
suifer,VERB,1911,36
xérostomie,NOUN,1910,2
sulky,NOUN,1910,3
pindariser,VERB,1910,37
polyacrylique,ADJ,1909,2
autotransfusion,NOUN,1909,2
burne,NOUN,1909,2
guiche,NOUN,1909,2
polyacrylique,NOUN,1909,2
contestablement,ADV,1908,1
phénicoptère,NOUN,1908,2
teasing,NOUN,1908,2
réovirus,NOUN,1907,1
rigoleur,NOUN,1907,4
pentasyllabe,NOUN,1906,2
rabibocher,VERB,1906,36
happement,NOUN,1905,2
mouchetage,NOUN,1905,2
électrolysable,ADJ,1904,2
brochoir,NOUN,1904,2
révisionnel,ADJ,1903,4
fueloil,NOUN,1903,2
goulasch,NOUN,1903,2
mâchure,NOUN,1903,2
brumal,ADJ,1902,4
détimbré,ADJ,1902,4
décrétaliste,NOUN,1902,2
lingette,NOUN,1902,2
nerd,NOUN,1902,2
indémontable,ADJ,1901,2
multibroche,ADJ,1901,2
ethnoreligieux,ADJ,1901,3
claniste,ADJ,1900,2
cliquable,ADJ,1900,2
surcostal,ADJ,1900,4
bushido,NOUN,1900,2
cambrage,NOUN,1900,2
pastoraliste,NOUN,1900,2
quincaille,NOUN,1900,2
vastité,NOUN,1900,2
introductoire,ADJ,1899,2
agrocarburant,NOUN,1899,2
alévisme,NOUN,1899,2
hyperacousie,NOUN,1899,2
racage,NOUN,1899,2
chuchoteur,NOUN,1899,4
gnangnan,ADJ,1898,2
topométrique,ADJ,1898,2
sanitairement,ADV,1898,1
gnangnan,NOUN,1898,2
pharisianisme,NOUN,1898,2
soutireur,NOUN,1898,4
cordonner,VERB,1898,36
enverguer,VERB,1898,36
causalgique,ADJ,1897,2
gaupe,NOUN,1897,2
recluserie,NOUN,1897,2
triplan,NOUN,1897,2
monoposte,ADJ,1896,2
amandé,ADJ,1896,4
antisexiste,NOUN,1895,2
chrismation,NOUN,1895,2
franklinite,NOUN,1895,2
grammatologique,ADJ,1894,2
eudiométrie,NOUN,1894,2
floridée,NOUN,1894,2
hippiatrie,NOUN,1894,2
aveulir,VERB,1894,29
médiatisable,ADJ,1893,2
époumoner,ADJ,1893,4
bardis,NOUN,1893,1
constructionnisme,NOUN,1893,2
galactomètre,NOUN,1893,2
benzédrine,NOUN,1892,2
minuteur,NOUN,1892,2
nelumbo,NOUN,1892,2
ophrys,NOUN,1891,1
glyptothèque,NOUN,1891,2
octuor,NOUN,1891,2
pampille,NOUN,1891,2
permutateur,NOUN,1891,2
insculper,VERB,1891,36
brillantage,NOUN,1890,2
dégrillage,NOUN,1890,2
sélénographie,NOUN,1890,2
empenner,VERB,1890,36
intuber,VERB,1890,36
désembrayer,ADJ,1889,4
prédiscursif,ADJ,1889,4
décavaillonneuse,NOUN,1889,2
trisme,NOUN,1889,2
enherber,VERB,1889,36
fistulisant,ADJ,1888,4
kilométrer,ADJ,1888,4
dodécasyllabe,NOUN,1888,2
muscari,NOUN,1888,2
caporaliser,VERB,1888,36
reborder,VERB,1888,36
préremplir,ADJ,1887,4
lyddite,NOUN,1887,2
tarabiscotage,NOUN,1887,2
organsiner,VERB,1887,36
microcalorimétrique,ADJ,1886,2
déforcer,ADJ,1886,4
briska,NOUN,1886,2
conductimétrie,NOUN,1886,2
galactosamine,NOUN,1886,2
insonorité,NOUN,1886,2
supralapsaire,NOUN,1886,2
fragon,NOUN,1885,2
géosphère,NOUN,1885,2
téléga,NOUN,1885,2
bimestriellement,ADV,1884,1
contresignature,NOUN,1884,2
repavage,NOUN,1884,2
knockout,ADJ,1883,2
knockout,NOUN,1883,2
uxoricide,NOUN,1883,2
tuteurer,VERB,1883,36
crawler,VERB,1883,37
riciné,ADJ,1882,4
éructer,ADJ,1882,4
câlinement,ADV,1882,1
celtomanie,NOUN,1882,2
draisienne,NOUN,1882,2
menuaille,NOUN,1882,2
sinophile,NOUN,1882,2
terzetto,NOUN,1882,2
brelandier,NOUN,1882,4
allégir,VERB,1882,29
ressayer,VERB,1882,50
moucherolle,NOUN,1881,2
sélectionnisme,NOUN,1881,2
troche,NOUN,1881,2
vidéoclub,NOUN,1881,2
scratcher,VERB,1881,36
monosomie,NOUN,1880,2
erpétologie,NOUN,1879,2
ventilo,NOUN,1879,2
maremmatique,ADJ,1878,2
matoir,NOUN,1878,2
ornithoptère,NOUN,1878,2
paupiette,NOUN,1878,2
rempaillage,NOUN,1878,2
suspensoïde,ADJ,1877,2
antiprogressiste,NOUN,1877,2
sétaire,NOUN,1877,2
autostop,NOUN,1876,2
cleptomanie,NOUN,1876,2
physalie,NOUN,1876,2
énergéticien,NOUN,1876,4
déjauger,VERB,1876,37
anthropotechnique,ADJ,1875,2
parasympathomimétique,ADJ,1875,2
anthropotechnique,NOUN,1875,2
macassar,NOUN,1875,2
parapheur,NOUN,1875,2
parasympathomimétique,NOUN,1875,2
sismomètre,NOUN,1875,2
ragréer,VERB,1875,36
antimousse,ADJ,1874,2
autoguider,ADJ,1874,4
euthanasier,ADJ,1874,4
gargariser,ADJ,1874,4
gomina,NOUN,1874,2
mordillement,NOUN,1874,2
primulacée,NOUN,1874,2
euthanasié,NOUN,1874,4
cagou,NOUN,1873,2
nivelette,NOUN,1873,2
déblayeur,NOUN,1873,4
ésotériquement,ADV,1872,1
gonelle,NOUN,1872,2
boycotteur,NOUN,1872,4
airée,NOUN,1871,2
cinémomètre,NOUN,1871,2
hydrobiologiste,NOUN,1871,2
indouisme,NOUN,1871,2
soulard,NOUN,1871,4
matriculer,ADJ,1870,4
otoscopie,NOUN,1870,2
polytoxicomanie,NOUN,1870,2
ringardise,NOUN,1870,2
scanneur,NOUN,1870,2
polytransfusé,NOUN,1870,4
dérégulateur,ADJ,1869,4
ingratement,ADV,1869,1
bident,NOUN,1869,2
autoreproducteur,ADJ,1868,4
traitreusement,ADV,1868,1
agglutinement,NOUN,1868,2
boulodrome,NOUN,1868,2
quintolet,NOUN,1868,2
yézidi,NOUN,1868,4
symphoniquement,ADV,1867,1
ethmoïdite,NOUN,1867,2
statolithe,NOUN,1867,2
storyboard,NOUN,1867,2
estrogénique,ADJ,1866,2
oléopneumatique,ADJ,1866,2
réenregistrer,VERB,1866,36
mettable,ADJ,1865,2
hymnographe,NOUN,1865,2
toaster,NOUN,1865,2
trachéostomie,NOUN,1865,2
engrêlé,ADJ,1864,4
rechaper,ADJ,1864,4
flambard,NOUN,1864,2
multidiffusion,NOUN,1864,2
phototaxie,NOUN,1864,2
starisation,NOUN,1864,2
étalonneur,NOUN,1864,4
disjoncter,ADJ,1863,4
angelet,NOUN,1863,2
lutage,NOUN,1863,2
donnable,ADJ,1862,2
intraatomique,ADJ,1862,2
infogérance,NOUN,1862,2
désarrimer,ADJ,1861,4
tremblaie,NOUN,1861,2
embarder,VERB,1861,36
extrasolaire,ADJ,1860,2
inquestionnable,ADJ,1860,2
saumurage,NOUN,1860,2
tracassin,NOUN,1860,2
lyré,ADJ,1859,4
enclencheur,NOUN,1859,2
fluorophore,NOUN,1859,2
linéature,NOUN,1859,2
pecque,NOUN,1859,2
sabelle,NOUN,1859,2
économicisme,NOUN,1859,2
pecquer,VERB,1859,37
plucheux,ADJ,1858,3
thallophyte,NOUN,1858,2
cocréateur,NOUN,1858,4
filialiser,VERB,1858,36
essangeage,NOUN,1857,2
débobiner,VERB,1857,36
amuïr,ADJ,1856,4
cachoterie,NOUN,1856,2
impacteur,NOUN,1856,2
microlocal,ADJ,1855,4
micheton,NOUN,1855,2
microédition,NOUN,1855,2
schlitteur,NOUN,1855,2
vallonner,VERB,1855,36
autoguérison,NOUN,1854,2
hélianthème,NOUN,1854,2
extroverti,NOUN,1854,4
ectotrophe,ADJ,1852,2
godiveau,NOUN,1851,2
murage,NOUN,1851,2
indigète,ADJ,1850,2
indémaillable,ADJ,1850,2
métallographe,NOUN,1850,2
écharner,VERB,1850,36
baylien,ADJ,1849,4
métapopulation,NOUN,1849,2
thrombocytose,NOUN,1849,2
visiophonie,NOUN,1849,2
étrécissement,NOUN,1849,2
remesurer,VERB,1849,36
aigretté,ADJ,1848,4
gabarrier,NOUN,1848,2
négrophobie,NOUN,1848,2
pyrosome,NOUN,1848,2
additionnable,ADJ,1847,2
adénoïdectomie,NOUN,1847,2
mauvéine,NOUN,1847,2
mulon,NOUN,1847,2
tifosi,NOUN,1847,2
nickeler,VERB,1847,50
inespérable,ADJ,1846,2
dreadlock,NOUN,1846,2
épimorphisme,NOUN,1846,2
